global_ordinal,source_sha256,output_sha256,output_pixel_sha256,base_crop_pixel_sha256,transform_decision,deskew_correction_degrees,crop_left,crop_top,crop_right_exclusive,crop_bottom_exclusive,source_width,source_height,output_width,output_height,detector_confidence
329,6175463bfc4d116b04c15b8fdbdc897fd5793d7c7db3c5a081af2fc66f9e8e38,a49d0a87c17bb7e8738254a549f505766d704f17019c12a9bf20309f0c32309b,77b935ed156e740629a31426fe65f412b9f9f10c7f35c13da98d8f051a0209d8,77b935ed156e740629a31426fe65f412b9f9f10c7f35c13da98d8f051a0209d8,preserve,0.0,104,66,1502,1297,1594,1361,1398,1231,0.9924999999999999
330,8025542b04c2ae0719753645d478376343456b313326317a58c200d33526c509,64786cfe4411e4d3acece1d6cf6e8ac0953282ef8bfcbdcf7469618a3744f0d1,c9085366f83aa8eadc83fce8be0c81d70e86aae0193791503fcfc98558081092,c9085366f83aa8eadc83fce8be0c81d70e86aae0193791503fcfc98558081092,preserve,0.0,117,58,1523,1303,1594,1361,1406,1245,1.0
331,70632f1d41693b00f339b2ee571ff94ec4be60f8fe07c1a93a7c3a90fc127706,ee6e7147f9769c8b66915345b5ce7a5b2850f5a4bbd1f8f8b4324d56d9eb3383,06d72e590bc9e80393a7f0b204b5f0086a216e64dd4ff44d446bbbbc71044cff,06d72e590bc9e80393a7f0b204b5f0086a216e64dd4ff44d446bbbbc71044cff,preserve,0.0,135,59,1540,1304,1625,1361,1405,1245,0.9924999999999999
332,73b3acb404a680be0bcae2394425b5a85089533b1850114919827654d75de78d,0dabbd49198b596fcd4473aa9f85e1df15ef5db658c92d2842420682d3cfc3fa,deacab07f445c4837385a1abeaf96a2b3e6fb5a2ea08c5ae698866362695c5a1,deacab07f445c4837385a1abeaf96a2b3e6fb5a2ea08c5ae698866362695c5a1,preserve,0.0,132,64,1530,1309,1620,1361,1398,1245,0.9924999999999999
333,c19834c6b7d9ff9af958d77b1d1bb07145102c87226076e74663632d3f9ae3f8,da80d8da249537d361990651b2c8726cffe552a5ff9b57971199d5f123a138fd,8c2cec930f4654a951a3d98f77427386709d649a617797cd89c207283f410e05,8c2cec930f4654a951a3d98f77427386709d649a617797cd89c207283f410e05,preserve,0.0,130,63,1528,1307,1618,1361,1398,1244,0.9924999999999999
334,67a6299f5aa6bc71f64481ce7e71a5f5bd837e911ec65b9b97ac8c2b71dc1d26,30f810581074f8fe5faae1e11d757edd9aa6dbbdf2beaed4d9a444f50dfb4e37,2808bfcd91bbc5c33be4063b92de1811142196f6fe1cf4af60197c2e6a945436,2808bfcd91bbc5c33be4063b92de1811142196f6fe1cf4af60197c2e6a945436,preserve,0.0,139,27,1569,1302,1668,1361,1430,1275,0.9924999999999999
335,dd2bee96fa833a4be555f3776361ceb2321460388a1a9ed37e5d57d46ac8ed79,97e3777bcd8deaf491809ce5ca50de5645c5bff9ee4e7fd3a11549a24d74a17d,0312ceb432495855a83373c3459d2f62c5cd3b995c299961c263ab2d467e7660,0312ceb432495855a83373c3459d2f62c5cd3b995c299961c263ab2d467e7660,preserve,0.0,134,27,1576,1312,1669,1361,1442,1285,0.9924999999999999
336,208440d9a0709ad2b27846cb1ac2ef00b1e1a066e4cd4a2f84cc316f4147b089,e2a5efe80508e52bce2ca0f2955f8619b18c2845d448fd3dd25b2041bffb2b01,a9e4ca636e8ddfb6346b0770a22f8ac5020c31af5744f1a637c97990af487965,a9e4ca636e8ddfb6346b0770a22f8ac5020c31af5744f1a637c97990af487965,preserve,0.0,119,25,1557,1303,1642,1361,1438,1278,0.9924999999999999
337,221d679ac8b9467148d6466c4c897ac6210f13f44f55cb269742620b41a8f0cd,12ddbc8c6c3eb4864f0a5463904b1d76105e30b7bccbe64d8324105614e9a281,5be0ab3c4a0e27ed796d18a5ee376eb51b0fb3593ab228e13fd248e21e26b320,5be0ab3c4a0e27ed796d18a5ee376eb51b0fb3593ab228e13fd248e21e26b320,preserve,0.0,127,62,1545,1314,1642,1361,1418,1252,0.9924999999999999
338,d054c24aa7c34fa5e2745a344cb040ed959254a841358f14c01424020bc29b23,0ac5291e9ed932922cab7e6bb7b0f869d35b56bd92f3c0b4250799909501cacd,96b4604854e1613234f09c988f4f7543ed739031acc63e1b10894178bac24088,96b4604854e1613234f09c988f4f7543ed739031acc63e1b10894178bac24088,preserve,0.0,137,32,1601,1326,1669,1361,1464,1294,0.9924999999999999
339,e88b36e32c3a6a0b97f6d3098caf707a3c2dcd70c5ae763248d7edce75b55871,c64587e4bbe47e352c77e3d5166fef953b2e14d943b53619f054a4a1bd02b1d3,4f646e781bf5140d0e0d4bc782d036bf211e32a346992ae6fed400d5c4bc2acc,4f646e781bf5140d0e0d4bc782d036bf211e32a346992ae6fed400d5c4bc2acc,preserve,0.0,118,60,1554,1330,1642,1361,1436,1270,0.9924999999999999
340,1c731325572a9c6f1c6beba30a8d5c82cc6fd22af732ee7e0524eb2d99540b70,d8744db9a9fe08ed0ad5a5672053fc8c9ee1bd0d3aa4abda2d4ccb894a4e5962,586171734662972ae490a8f85dc50006237ef7571724f2222dbebb7976afcd5b,586171734662972ae490a8f85dc50006237ef7571724f2222dbebb7976afcd5b,preserve,0.0,156,62,1555,1307,1642,1361,1399,1245,0.9924999999999999
341,111b232c6d35b750fba6428d4813bad01f314e20dfe4a60a4eb14335d0fd9b46,72e19262c9ae35a13157165e761324c7366a0d2b36ac8afe21e6b65e2efc26e4,9aa622b22d81e659322bbcc3b35e96cfaf1991d3a3539a82d32c852528536e6f,9aa622b22d81e659322bbcc3b35e96cfaf1991d3a3539a82d32c852528536e6f,preserve,0.0,131,58,1545,1311,1642,1361,1414,1253,0.9924999999999999
342,a3285966678ab444c79479ce4434fe731f48b257a97217d499d47acf29290bdb,e27519fb7843fd421663a80005e7eee78ad3b42985f0c1aceb494a0b1cd7d3ca,f606bc202cb85b183e710e9dddab08405a4a91fcda3ef58d4e891d2fdef6ac1b,f606bc202cb85b183e710e9dddab08405a4a91fcda3ef58d4e891d2fdef6ac1b,preserve,0.0,151,93,1485,1276,1594,1361,1334,1183,0.9924999999999999
343,e2f024aaea91adbc99bb1b58d7eaf603740651bbece41217e9b7827f8cd026e9,22b600538bb10f283816f9df242dd52e7a0a7ec6f998cbe60203ed528e3d2c97,5f4b7759af980b724f933571a819b5c944c5ba26572546d8d605ac977cebb6bc,5f4b7759af980b724f933571a819b5c944c5ba26572546d8d605ac977cebb6bc,preserve,0.0,146,95,1482,1287,1594,1361,1336,1192,0.9924999999999999
344,2204368360728598bcec324418835996dde09f10575085967531ad4d7f071f03,05b9790cff4a6957c332f7799239272b9dbd8564455b28ca568c6cdaf035068c,5444d989a581127ab506d702c4c4930855e42b09569a3673411e2e3b3c08acfe,5444d989a581127ab506d702c4c4930855e42b09569a3673411e2e3b3c08acfe,preserve,0.0,115,80,1483,1292,1546,1361,1368,1212,0.9924999999999999
345,31d09c144cd7170f662f04b0a38cb3a2b53a5e9baac386b9051606f512312db8,3d54ba63edfdd0b21686219f9c6ae510600cbf5a26f0614a80444ef215d9ea73,c01308d66f4d882a2ab0a9b7f06d9cede2e352bb2ba407682644323578234164,c01308d66f4d882a2ab0a9b7f06d9cede2e352bb2ba407682644323578234164,preserve,0.0,126,86,1471,1284,1546,1361,1345,1198,0.9924999999999999
346,92b36c4d27112f8287b542e540d86b1d8a734b689a4739defed321fc2a897479,5f36416ab527222cfc604f5db58f16b5f4b0ddc9387328476d30b18ba11cb6b1,5ba75c53beff59585a7dcb466babba0f7285a13d8873d7770b9261be4e73d143,5ba75c53beff59585a7dcb466babba0f7285a13d8873d7770b9261be4e73d143,preserve,0.0,157,70,1515,1292,1594,1361,1358,1222,0.9924999999999999
347,8e3c2fea6d94db87b26f929cebe6e3cdef7ea4e5f2a59ebf550c831a9f393429,74170d18e1868326e2e785ddc41eef404a4848537ec69d943dbefaaa9d4893eb,e7ab0327850aab845099679c2c623d0663d74813252b97450d5b0b4b25147f89,e7ab0327850aab845099679c2c623d0663d74813252b97450d5b0b4b25147f89,preserve,0.0,139,58,1514,1289,1594,1361,1375,1231,0.9924999999999999
348,e459955e6272e9d7d6dc786a69ac145873fe603b4e9cfda4dd08e1fb155634f4,31e636d499dc57eb5a4f3b8ec7dd160d3ced89745e6ff77001021004eff19f6d,82d5dc5cc9fecd7f7154bb7c28d0df28d42111e1ebc03784d05303322a7beff0,82d5dc5cc9fecd7f7154bb7c28d0df28d42111e1ebc03784d05303322a7beff0,preserve,0.0,90,66,1466,1286,1546,1361,1376,1220,0.9924999999999999
349,70b21a3f9acf109496bbb32ded5a74977959092a0168ee0252a210a12518bfde,e2286384834b1b547a4c1b173e8efe4d5246df6eebdb6fbdde19ea12843003c0,64cbdf723e013dab548e7cc3a2b9d6aad506e7778d93edeeeb01fe67954757c6,64cbdf723e013dab548e7cc3a2b9d6aad506e7778d93edeeeb01fe67954757c6,preserve,0.0,105,62,1470,1280,1546,1361,1365,1218,0.9924999999999999
350,a1aab74d70c4a93afba0eba8e793390085d59c12b22b6c7ab4d8f6bf77d1535f,fbf24b8d8def59f3b1d1833248a6fe90d18b74913ecaf734f331a21849cd00f4,3a10602900770ce2ef1b8e7e94d2edecc3c33c235ecf5d195dbc0c440df0fdca,3a10602900770ce2ef1b8e7e94d2edecc3c33c235ecf5d195dbc0c440df0fdca,preserve,0.0,142,94,1479,1278,1546,1361,1337,1184,0.9924999999999999
351,1e5379c1a76d0adb5cd1f8c0d354540efce0157a2023402f59d7085bbec93e5e,78236793f1d400d5faf531e0f7e7d1d7d7d56f071593cc7a06cfeff20bc64612,7a5b6c9f7d3dcd7e57b922337eaafb0bcc10568c886d106655fb36b8bebee9b0,7a5b6c9f7d3dcd7e57b922337eaafb0bcc10568c886d106655fb36b8bebee9b0,preserve,0.0,138,90,1476,1275,1546,1361,1338,1185,0.9924999999999999
352,c93ff5ab31042cb2a43ed47cd64f75608c4e019bae239fb02e549404cc2b8619,d3cae52347273788d81b4643335b48633d03a762a1bd35c4d0b0dcfa8bc596a0,dbf364bf3e1928cb7ee0f1b31abe888c61b2976620c017a0d18ee4e0ff7839fd,dbf364bf3e1928cb7ee0f1b31abe888c61b2976620c017a0d18ee4e0ff7839fd,preserve,0.0,131,93,1504,1307,1586,1361,1373,1214,0.9924999999999999
353,a04e4a6fa7e061ecac529fb1d482907cfa020d48782a0eae0c0f5ce50dbc7025,38ec87b6c160b7eb139c67a17b54f96e0f52f4765e28036399662ee7a8d36a57,01cd2f52377855c04bca3a5cc465da49e1d5ab0e692b773a0ec773dce65d31de,01cd2f52377855c04bca3a5cc465da49e1d5ab0e692b773a0ec773dce65d31de,preserve,0.0,137,91,1509,1306,1594,1361,1372,1215,0.9924999999999999
354,66184601de4d12c492cea79be7c002a5b3a240fe154c7cf76887f672abf322f6,c0982e506d31c4d4ec73d332f2da18dabbee7307cefe3426a03f064901c47592,2d73bb7d7d431d68f68e728c5d94dc9480db3de27ccb65cde2d6326028205542,2d73bb7d7d431d68f68e728c5d94dc9480db3de27ccb65cde2d6326028205542,preserve,0.0,111,46,1557,1336,1642,1361,1446,1290,0.9924999999999999
355,bf5cdc48ca8ba5cb6d167b79468b46a618c5fddf6b8b3641aa3066e24e1ce149,4ec53023988845caccf95fdf70f9110be7664073a3d333a528c7bcb9e86339e8,21dec750f5c17092c7c9eb2ebe331ba9b1da31766e0e4c935d70c28d3e27a926,21dec750f5c17092c7c9eb2ebe331ba9b1da31766e0e4c935d70c28d3e27a926,preserve,0.0,120,38,1529,1289,1642,1361,1409,1251,0.9924999999999999
356,9bf44c480c6e73851f36502a6cba833eed8106559afe40741220b0251f8e5f0f,29a5efe3c1ae19b98a8b9e264df88210cfe6cbe7d1a8ff2a04bf926309167e29,f1e1413b793e8176c6290d5eabbce1a41086d73b91e2e97c36cdef478ad3f5b4,f1e1413b793e8176c6290d5eabbce1a41086d73b91e2e97c36cdef478ad3f5b4,preserve,0.0,98,40,1516,1296,1594,1361,1418,1256,0.9924999999999999
357,6554e114ac2c40d4996628bccd542953bcc7e84f64f9e00a6ea58325108b98e7,e6efbfdecc55c80394f1ac4f6d6fafc07af6fcaada6edad5b79ffc56cc56b80f,006125746bec44fcfad5807f933e0dcec6fec194de8a68f013e1dcc3a3eea00e,006125746bec44fcfad5807f933e0dcec6fec194de8a68f013e1dcc3a3eea00e,preserve,0.0,109,39,1513,1285,1594,1361,1404,1246,0.9924999999999999
358,3f506ea313ac0f3483a9491bd757ecfd112aa412b6965dee976cc125e5e4469b,93804008c2075d2789c514ea1ad39e2a21a43842fc907a2e48bb535e3999d424,bb715e38fd1b8a0d054002302775d6e3be3179b4f0e564c8d01d9204bd4c53e2,bb715e38fd1b8a0d054002302775d6e3be3179b4f0e564c8d01d9204bd4c53e2,preserve,0.0,118,62,1518,1306,1642,1361,1400,1244,0.9924999999999999
359,9dbc7538b38467891ed53a3eef6d64b18741d98ce7e0bceec6c3513d2016e4ff,b1394f6107965c7152deb646878b4bea91ca05d50e7fcc0915e2482b25e99291,5166925494cfcdc73d4206ef5c0312c00057b74d90da02dc6d9cef2605ff1de9,5166925494cfcdc73d4206ef5c0312c00057b74d90da02dc6d9cef2605ff1de9,preserve,0.0,150,77,1507,1287,1594,1361,1357,1210,0.9924999999999999
