global_ordinal,source_docx,source_ordinal,extracted_file,sha256,source_repository,source_commit,pipeline_repository,pipeline_commit,width_px,height_px,analysis_scale,exif_orientation_applied,estimated_orientation_degrees,estimated_skew_degrees,skew_confidence,content_left_px,content_top_px,content_right_px,content_bottom_px,content_width_px,content_height_px,margin_left_px,margin_top_px,margin_right_px,margin_bottom_px,brightness_mean,contrast_stddev,dynamic_range_p05_p95,sharpness_score,entropy_bits,dark_pixel_fraction,light_pixel_fraction,background_uniformity_score,bleed_through_proxy,content_fraction,border_contact,likely_blank,likely_low_contrast,likely_blurry,likely_overexposed,likely_underexposed,quality_score,quality_status,review_reasons,analysis_error
91,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,91,raw/fs_0091.png,833359a8b998918f2e030f8a54a13e7966ff1a785b54eef1707884853ac06623,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1786,1361,1.0,False,0,-0.25,0.001,938,87,1712,1318,774,1231,938,87,74,43,164.491,46.057,152.0,3524.56,6.6353,0.083755,0.0,0.161,0.692,0.391976,False,False,False,False,False,False,0.9,pass,,
92,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,92,raw/fs_0092.png,0bf9ab1a2c59996a3b230672b4daa38e802da7e129b7d318fb909d17713d0d5f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1786,1361,1.0,False,0,0.25,0.004,0,0,0,0,0,0,0,0,1786,1361,143.596,67.682,201.0,3041.529,6.5996,0.191535,3e-06,0.516,0.641,0.0,False,False,False,False,False,False,0.759,review,very_small_content_region,
93,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,93,raw/fs_0093.png,703c692252c28faa6faaa5c445e2e39012119bd66b8b9fc0f55e40c1523a039b,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1786,1361,1.0,False,0,-0.25,0.004,924,92,1705,1321,781,1229,924,92,81,40,174.902,38.667,124.0,3041.745,6.2324,0.050438,0.0,0.199,0.646,0.394878,False,False,False,False,False,False,0.879,pass,,
94,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,94,raw/fs_0094.png,d13faecaf9e4d1d4a52af208c854aeea3ac52d73b56c3b60b7ac13cf170d6291,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1786,1361,1.0,False,0,0.25,0.002,101,50,940,1312,839,1262,101,50,846,49,171.777,37.598,120.0,3302.924,6.5781,0.047055,1.2e-05,0.475,0.647,0.435594,False,False,False,False,False,False,0.869,pass,,
95,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,95,raw/fs_0095.png,866b3559a4d943dc3918709c4b76a9b12d949e752b84bf3fd6633a21078089ab,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1690,1361,1.0,False,0,0.25,0.0,319,168,978,1120,659,952,319,168,712,241,185.098,21.724,49.0,1369.558,5.814,0.0098,0.0,0.37,0.423,0.272758,False,False,True,False,False,False,0.804,review,low_contrast,
96,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,96,raw/fs_0096.png,c31c0d6c68cca30223ed9cbf67cb32c1ac3b6db820a85f4e97aae731e1bf142d,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1498,1361,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1498,1361,149.119,68.642,193.0,1290.086,5.4551,0.180892,6e-06,0.0,0.346,0.0,False,False,False,False,False,False,0.767,review,very_small_content_region,
97,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,97,raw/fs_0097.png,ad7247af2cb0b68a756ed8b94234ef3d13d7129d1c4fa3f62add66831a4da654,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1259,1361,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1259,1361,140.513,74.607,193.0,1467.304,5.433,0.22667,0.0,0.0,0.342,0.0,False,False,False,False,False,False,0.755,review,very_small_content_region,
98,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,98,raw/fs_0098.png,628f3a346519f0edae750538598230538dd00a4f7a96e4fa09d73fc5ff910fe0,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,0.25,0.0,43,55,1526,1315,1483,1260,43,55,68,46,171.965,39.803,125.0,3098.581,6.4481,0.051001,1.9e-05,0.0,0.466,0.861321,False,False,False,False,False,False,0.88,pass,,
99,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,99,raw/fs_0099.png,83b6172a48210f22704d41b6f8eb23f2134a206bcb56d60f926d1a6004e3016d,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,0.25,0.021,45,65,1526,1309,1481,1244,45,65,68,52,163.097,53.077,185.0,5296.486,6.7897,0.104175,2e-05,0.0,0.686,0.849237,False,False,False,False,False,False,0.933,pass,,
100,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,100,raw/fs_0100.png,da1e308b7a04d32b8953833028bc8f8cf6d8fc2be34dbb77ea36e46582ccb64f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,249,44,1509,1316,1260,1272,249,44,85,45,166.34,41.659,139.0,5508.929,6.36,0.072577,7e-06,0.23,0.686,0.738773,False,False,False,False,False,False,0.881,pass,,
101,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,101,raw/fs_0101.png,44827f741f88a026189198c12086a8b72e9da0f1bcc3be0073858ce81dbd67d9,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.011,54,36,1524,1294,1470,1258,54,36,70,67,169.504,45.135,150.0,5128.038,6.6895,0.072295,2.7e-05,0.03,0.688,0.852416,False,False,False,False,False,False,0.903,pass,,
102,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,102,raw/fs_0102.png,5a1418690bb420fe743b947f255887caf5cd46b8ee846599ec41e4d23106a3aa,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,45,37,1537,1294,1492,1257,45,37,57,67,160.372,45.538,150.0,4875.945,6.5894,0.086366,5e-06,0.0,0.663,0.864485,False,False,False,False,False,False,0.892,pass,,
103,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,103,raw/fs_0103.png,0ee23e30fa45a40feaccfeb104bf424d82f9167d32d6fc16078e93fa53038700,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.003,487,72,1505,1310,1018,1238,487,72,89,51,178.041,39.4,130.0,5125.471,6.0439,0.054798,3.1e-05,0.395,0.652,0.580928,False,False,False,False,False,False,0.887,pass,,
104,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,104,raw/fs_0104.png,878cac41ca0c40e398e5f56b1a6fbebfb0163fef2b7402129b7026c44d6e2278,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,321,43,1517,1312,1196,1269,321,43,77,49,175.874,40.514,136.0,5020.641,6.0629,0.061696,1.6e-05,0.427,0.619,0.699594,False,False,False,False,False,False,0.889,pass,,
105,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,105,raw/fs_0105.png,2f368fcfaa1c47d05667f1ac1aa83ef370aaf09ba5816ad9bc3cc73c47bbacb8,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,0.25,0.002,263,47,1497,1308,1234,1261,263,47,97,53,174.248,41.292,139.0,5283.393,6.2191,0.064924,2e-05,0.301,0.67,0.717272,False,False,False,False,False,False,0.891,pass,,
106,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,106,raw/fs_0106.png,5db6de6ce3f6a3cd7c147d286ba725024ddcea255f79f64b1f82d52b6b7b8326,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.002,231,67,1484,1312,1253,1245,231,67,110,49,178.513,38.832,128.0,4746.95,6.1032,0.052222,2.2e-05,0.283,0.651,0.719075,False,False,False,False,False,False,0.885,pass,,
107,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,107,raw/fs_0107.png,92f780e1c0c999d13f5628a1e6635f5a8d8f7ed32873396a3bd70c6056138197,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.001,55,57,1549,1300,1494,1243,55,57,45,61,165.283,49.067,167.0,4648.153,6.5306,0.090056,1.1e-05,0.0,0.669,0.856003,False,False,False,False,False,False,0.916,pass,,
108,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,108,raw/fs_0108.png,874fbb4442b6d7f3cf9dfacb01cd73fe2d41105daffc60b0cbe3af2d04d1c399,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,79,59,1486,1284,1407,1225,79,59,60,77,166.431,39.918,134.0,4677.292,6.4116,0.066266,9e-06,0.251,0.668,0.819148,False,False,False,False,False,False,0.872,pass,,
109,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,109,raw/fs_0109.png,6b361017fb0f0ece49d3b25239699f2ca43b9c0f6639b54481ea5122ff30c455,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,54,58,1474,1293,1420,1235,54,58,72,68,159.957,44.936,152.0,4935.901,6.6402,0.087699,2e-06,0.082,0.67,0.833466,False,False,False,False,False,False,0.888,pass,,
110,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,110,raw/fs_0110.png,dbd996f3de43c71b475e90559b5e65719ef006f0872a84d6df389826139b8952,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,0.25,0.0,59,72,1505,1291,1446,1219,59,72,41,70,161.379,47.436,159.0,4766.368,6.7021,0.089671,9e-06,0.0,0.663,0.837731,False,False,False,False,False,False,0.903,pass,,
111,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,111,raw/fs_0111.png,9b2dec504da1e857811c4e15f5d21a395d9c3fb51bf904fa06ee803a5f6dd52e,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1546,1361,146.961,66.034,199.0,4009.491,6.4133,0.175049,1e-05,0.129,0.631,0.0,False,False,False,False,False,False,0.764,review,very_small_content_region,
112,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,112,raw/fs_0112.png,ab3d3551456986e7b07e783c9b0aad4af521647ded30ee597e3f5c1dc4c4bb18,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1594,1361,145.146,66.964,199.0,3899.513,6.4036,0.184771,5e-06,0.362,0.62,0.0,False,False,False,False,False,False,0.762,review,very_small_content_region,
113,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,113,raw/fs_0113.png,7caaaaa375a50f0ce18462c1751f499a21ac5e48d8cf1939faed2094cb5e4d77,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1642,1361,144.996,64.84,198.0,4401.794,6.5188,0.178474,5e-06,0.189,0.695,0.0,False,False,False,False,False,False,0.761,review,very_small_content_region,
114,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,114,raw/fs_0114.png,b8d240669ec3b886262ef0218c84dce148a8e87b88ad020ce1f8e354d0e54707,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,166,46,1565,1319,1399,1273,166,46,77,42,166.842,42.287,145.0,5055.7,6.5068,0.07203,1.3e-05,0.233,0.698,0.79692,False,False,False,False,False,False,0.885,pass,,
115,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,115,raw/fs_0115.png,11a418efde3fc7b48879cea9bfdda72bf2e031c48dad00ce317664ed76d33e0e,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,106,50,1563,1323,1457,1273,106,50,79,38,169.745,38.722,126.0,4254.392,6.4875,0.053763,9e-06,0.184,0.651,0.829959,False,False,False,False,False,False,0.871,pass,,
116,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,116,raw/fs_0116.png,a8d7c6e04d2de9b22fc636121e86d0ebaaa58c23abab02b0de710e806fe79453,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1601,1361,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1601,1361,153.295,60.623,199.0,4304.227,6.4806,0.145836,7e-06,0.0,0.697,0.0,False,False,False,False,False,False,0.773,review,very_small_content_region,
117,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,117,raw/fs_0117.png,2637e6c20199d08dad969c1dff2f27a150d12d7196e4f31dcb74ebae36949e9c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,101,52,1576,1322,1475,1270,101,52,66,39,165.103,43.592,149.0,4744.07,6.5179,0.077061,6e-06,0.08,0.712,0.838232,False,False,False,False,False,False,0.889,pass,,
118,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,118,raw/fs_0118.png,6b89f21b4cf8d3e0e1f2a1dc7a71fb73850fa976c928875ee75a9fa04769e517,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,0.25,0.001,318,67,1461,1293,1143,1226,318,67,85,68,177.451,37.01,121.0,4494.931,6.0505,0.04836,1.6e-05,0.376,0.637,0.665992,False,False,False,False,False,False,0.874,pass,,
119,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,119,raw/fs_0119.png,da14c3e96e157d17b59fedaaee0598b1dd536c4e24ab4f07e846fe5c06074ccf,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.001,182,65,1475,1292,1293,1227,182,65,71,69,176.25,37.711,123.0,4595.647,6.2263,0.049139,1.4e-05,0.306,0.662,0.754007,False,False,False,False,False,False,0.876,pass,,
120,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,120,raw/fs_0120.png,ab74976e136ec0ab192ec73ea863fc8a86a53e9cba022b0d401af1ccf9e9ecc9,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,0.25,0.002,0,0,0,0,0,0,0,0,1594,1361,147.653,66.697,201.0,4136.814,6.4361,0.177965,6e-06,0.186,0.686,0.0,False,False,False,False,False,False,0.765,review,very_small_content_region,
121,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,121,raw/fs_0121.png,4ec6387f77f4d55a9f2f63da16230efd87e6e8959e554a3ca7e0df2a0671e8c6,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,225,61,1442,1275,1217,1214,225,61,104,86,175.801,37.199,121.0,4701.226,6.1399,0.049029,1.9e-05,0.354,0.655,0.702169,False,False,False,False,False,False,0.873,pass,,
122,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,122,raw/fs_0122.png,7cffc9715430c52cb06127749d7b2e39eca204ec51a123e93583a3611286c397,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,45,62,1480,1291,1435,1229,45,62,114,70,169.282,37.581,121.0,3767.191,6.4911,0.050326,1e-06,0.134,0.641,0.812938,False,False,False,False,False,False,0.865,pass,,
123,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,123,raw/fs_0123.png,4e5e15cebc127c130a3a9959dd46e07dd4e193394d28405fe2b25d68272bce47,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,274,72,1460,1276,1186,1204,274,72,86,85,176.626,34.611,109.0,4125.957,6.1651,0.039704,1.3e-05,0.38,0.628,0.678646,False,False,False,False,False,False,0.861,pass,,
124,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,124,raw/fs_0124.png,ba5f2b4a01e7b344d58a9e5c98a02d003fe96c6efe71e994f2aec0dc93c454cf,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1498,1361,1.0,False,0,-0.25,0.0,336,72,1447,1274,1111,1202,336,72,51,87,171.902,35.294,113.0,4565.783,6.006,0.04736,1e-06,0.422,0.658,0.655011,False,False,False,False,False,False,0.857,pass,,
125,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,125,raw/fs_0125.png,fc3b393bcd92cf684dbb1f5d875369ac11cd2a35828fcec8f226f9df95fc9365,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,103,61,1545,1309,1442,1248,103,61,49,52,167.116,43.783,145.0,4796.715,6.5769,0.071361,1.3e-05,0.052,0.708,0.829532,False,False,False,False,False,False,0.893,pass,,
126,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,126,raw/fs_0126.png,34ce8ea2a73a74ca2443cfc860bebaaddd1c4d8639b18c5c420df3a3b9420ff4,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,126,60,1546,1303,1420,1243,126,60,48,58,167.855,43.851,147.0,4791.755,6.6125,0.071986,1.1e-05,0.122,0.716,0.813604,False,False,False,False,False,False,0.894,pass,,
127,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,127,raw/fs_0127.png,fc2883d67109ec9ba4e91f7108cdcbbcbcbff5490bd84ad6a3c80675e6343a13,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.003,243,77,1487,1281,1244,1204,243,77,59,80,176.86,37.151,122.0,4575.216,6.1865,0.047896,1.3e-05,0.368,0.658,0.711835,False,False,False,False,False,False,0.874,pass,,
128,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,128,raw/fs_0128.png,8cf2ca162c7e955bb5067aa424fabe94435c5cb86d6007d8f54c25b5905a9797,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.004,184,77,1476,1281,1292,1204,184,77,70,80,178.017,36.128,116.0,4456.745,6.1618,0.043432,1.2e-05,0.385,0.67,0.739301,False,False,False,False,False,False,0.87,pass,,
129,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,129,raw/fs_0129.png,150fc031665d808792a7bcc89507433e13fdaaa6cd5ead129edd59a3bf5bf511,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,0.25,0.003,304,45,1477,1260,1173,1215,304,45,69,101,176.855,36.84,122.0,4833.389,6.1369,0.048123,2.8e-05,0.448,0.663,0.67734,False,False,False,False,False,False,0.872,pass,,
130,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,130,raw/fs_0130.png,66c04671089e07f7e1d3122dcab09ad772bbc708314559a8dc4ce07866d0070f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.003,846,76,1536,1302,690,1226,846,76,106,59,174.456,41.919,143.0,4634.897,6.1092,0.064854,6e-06,0.335,0.704,0.378537,False,False,False,False,False,False,0.894,pass,,
131,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,131,raw/fs_0131.png,d2c5d46b555d04c79e3db71cb98ddfd7d5003c875c7f7cba8e0dcc34a0f5f3e8,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1572,1361,1.0,False,0,-0.25,0.0,178,67,1485,1282,1307,1215,178,67,87,79,171.967,40.718,138.0,4770.221,6.2819,0.062873,1.5e-05,0.309,0.71,0.742235,False,False,False,False,False,False,0.884,pass,,
132,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,132,raw/fs_0132.png,4a502f6a7bf923f6d2c46a8dee51bc936bf0b7f12101abfe08a4ceecbd403b5c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,0.25,0.0,224,73,1451,1282,1227,1209,224,73,95,79,174.995,37.817,124.0,4417.042,6.0964,0.05184,6e-06,0.411,0.674,0.705023,False,False,False,False,False,False,0.874,pass,,
133,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,133,raw/fs_0133.png,d05f663b66eb72a25c9db40e7c458949c4a011a91cbcc8affdab754f6f08b077,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,280,60,1513,1312,1233,1252,280,60,129,49,176.945,34.119,108.0,4106.216,5.9894,0.040021,3e-06,0.467,0.617,0.690774,False,False,False,False,False,False,0.859,pass,,
134,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,134,raw/fs_0134.png,c7a9aa486448387710b2a4ec4cd341057ffeca55adbb54417683f9807badbd75,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1623,1361,1.0,False,0,-0.25,0.0,392,41,1514,1297,1122,1256,392,41,109,64,177.19,34.426,110.0,4191.994,5.9806,0.041558,1.3e-05,0.479,0.627,0.637978,False,False,False,False,False,False,0.861,pass,,
