global_ordinal,source_docx,source_ordinal,extracted_file,sha256,source_repository,source_commit,pipeline_repository,pipeline_commit,width_px,height_px,analysis_scale,exif_orientation_applied,estimated_orientation_degrees,estimated_skew_degrees,skew_confidence,content_left_px,content_top_px,content_right_px,content_bottom_px,content_width_px,content_height_px,margin_left_px,margin_top_px,margin_right_px,margin_bottom_px,brightness_mean,contrast_stddev,dynamic_range_p05_p95,sharpness_score,entropy_bits,dark_pixel_fraction,light_pixel_fraction,background_uniformity_score,bleed_through_proxy,content_fraction,border_contact,likely_blank,likely_low_contrast,likely_blurry,likely_overexposed,likely_underexposed,quality_score,quality_status,review_reasons,analysis_error
387,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,387,raw/fs_0387.png,aee2bfd81c8762bf8ae42b99c2b4df49d1413ab2f30217cfc85f099c151980ab,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,454,82,1454,1275,1000,1193,454,82,92,86,175.409,29.636,90.0,4287.677,5.8131,0.026469,8e-06,0.529,0.592,0.566987,False,False,False,False,False,False,0.834,pass,,
388,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,388,raw/fs_0388.png,0903a90c6cbc34255865c87294e0a26876869b8f969f359e6e1f46a45e578fd0,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,380,83,1338,719,958,636,380,83,208,642,179.903,28.89,86.0,4396.209,5.7988,0.022546,1e-05,0.531,0.544,0.289571,False,False,False,False,False,False,0.837,pass,,
389,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,389,raw/fs_0389.png,c7149eaf3d43a4bd31a7ce2d5a5dc23f54ce0c9d4458b5f41ca97ba7dc143262,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,317,81,1332,1270,1015,1189,317,81,214,91,175.002,32.544,103.0,4790.64,5.8936,0.034872,4e-06,0.476,0.616,0.573562,False,False,False,False,False,False,0.848,pass,,
390,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,390,raw/fs_0390.png,fd13cad6f2cfdf34de4c30fd198b043c02ab1191b9f69e33217ccd0c4eaae4ca,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,52,74,1542,1300,1490,1226,52,74,52,61,168.951,36.186,110.0,4273.995,6.2017,0.045352,2e-06,0.098,0.643,0.842035,False,False,False,False,False,False,0.857,pass,,
391,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,391,raw/fs_0391.png,4e730fbe8c6f91281185b1a1190c63e3fcfa1a45209bd765af1237171d588fd8,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,780,75,1477,1274,697,1199,780,75,69,87,172.67,31.666,99.0,4147.088,5.8965,0.03289,2e-06,0.463,0.586,0.397177,False,False,False,False,False,False,0.84,pass,,
392,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,392,raw/fs_0392.png,637005b7f43ec99a2a0215cba7c3ed0348a02706b4169af9ee207373368c6a94,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1546,1361,141.981,67.137,196.0,4818.681,6.3482,0.19229,9e-06,0.35,0.666,0.0,False,False,False,False,False,False,0.757,review,very_small_content_region,
393,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,393,raw/fs_0393.png,7e1860362278a8780f0855a289b7b154f230667fac87b49de793b999c50df633,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,43,65,1580,1307,1537,1242,43,65,62,54,158.154,49.148,163.0,5410.757,6.5756,0.100189,5e-06,0.0,0.694,0.854209,False,False,False,False,False,False,0.906,pass,,
394,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,394,raw/fs_0394.png,3dfd212c7bbf87b429aaf95860a1a12becc66fb6ee666b41745389494ca7e080,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,0.25,0.036,48,60,1587,1306,1539,1246,48,60,55,55,167.88,50.905,173.0,5122.886,6.5459,0.090266,2.2e-05,0.0,0.677,0.858075,False,False,False,False,False,False,0.929,pass,,
395,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,395,raw/fs_0395.png,569c70320dea489e1af187de6681afc974a0199f9b9809a87ff2a662f881891a,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,57,65,1590,1305,1533,1240,57,65,52,56,163.352,46.293,154.0,4288.862,6.3306,0.079475,2e-06,0.0,0.633,0.850614,False,False,False,False,False,False,0.9,pass,,
396,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,396,raw/fs_0396.png,ba9f6935de3970857d16655da981d8f0098690877909bcbea48c4d9496b67ab8,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,41,60,1580,1305,1539,1245,41,60,62,56,162.054,48.617,164.0,4803.154,6.4512,0.09418,8e-06,0.0,0.659,0.857387,False,False,False,False,False,False,0.909,pass,,
397,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,397,raw/fs_0397.png,42f3013ded416659aa4d8774b2d2601d9bd70386f0ab9f85fc0c04b6bd746ce2,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1546,1361,146.033,66.021,196.0,4610.735,6.2282,0.182025,7e-06,0.328,0.639,0.0,False,False,False,False,False,False,0.763,review,very_small_content_region,
398,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,398,raw/fs_0398.png,386ce606ded8167bee0ff38b4c57f48e96852ec13e2f74004cd80643a3e794f9,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1546,1361,147.324,66.334,197.0,4338.292,6.162,0.177148,6e-06,0.328,0.624,0.0,False,False,False,False,False,False,0.765,review,very_small_content_region,
399,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,399,raw/fs_0399.png,99b8adeb6f0963daad28bacd77daa9d9c3477fc9d5f81882183cc68e119dbc2f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1546,1361,146.118,65.405,194.0,4060.826,6.1063,0.174222,5e-06,0.316,0.615,0.0,False,False,False,False,False,False,0.763,review,very_small_content_region,
400,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,400,raw/fs_0400.png,b6acce104be74f9b1717936a0a5ea8716b402c97cc2c94825602c5d3a9cae973,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,52,54,1595,1309,1543,1255,52,54,47,52,162.292,47.064,161.0,4314.352,6.3456,0.084491,4e-06,0.0,0.629,0.86652,False,False,False,False,False,False,0.902,pass,,
401,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,401,raw/fs_0401.png,503024092fbf0eaab4dd4faf6a6cb19dee6d36836f1a491bd73cf55b89804504,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,0.25,0.0,70,67,1548,1301,1478,1234,70,67,46,60,168.531,40.426,133.0,4870.251,6.4116,0.063092,1e-05,0.101,0.665,0.840704,False,False,False,False,False,False,0.878,pass,,
402,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,402,raw/fs_0402.png,e2d2999ac29b3e4d4dfa61629d9c010406b9dcb5b10b0f71dc76fe85f61b9072,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,48,55,1599,1315,1551,1260,48,55,43,46,164.417,45.585,157.0,3322.34,6.1779,0.080246,1e-06,0.0,0.518,0.874482,False,False,False,False,False,False,0.898,pass,,
403,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,403,raw/fs_0403.png,e37d45cd06d5e2b0e837b4e4b3504fe8c80326693dd793822a0034c502d21576,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,0.25,0.0,122,75,1537,1309,1415,1234,122,75,57,52,168.224,42.342,141.0,5166.199,6.3584,0.07134,1.2e-05,0.108,0.673,0.804869,False,False,False,False,False,False,0.887,pass,,
404,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,404,raw/fs_0404.png,97f012909c676f42dfce15a1b3a16b9dda7f93a10f818fc2369768c9cdcfa1ea,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.179,42,60,1585,1313,1543,1253,42,60,57,48,167.747,52.939,183.0,4996.581,6.7175,0.097215,2.8e-05,0.0,0.664,0.865139,False,False,False,False,False,False,0.939,pass,,
405,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,405,raw/fs_0405.png,4cd8377cafe8f3e7aeecf2127790940ce6c35057468eb06789bb7ceb98bd62de,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,0.25,0.097,45,65,1588,1312,1543,1247,45,65,54,49,170.881,51.708,183.0,4351.452,6.5136,0.089095,3.6e-05,0.0,0.579,0.860996,False,False,False,False,False,False,0.938,pass,,
406,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,406,raw/fs_0406.png,e34ad3a8153b5ae3c7557bc5c655780eb4d7cf3edda0fb17f72b1f8a1c79621f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,0.25,0.024,50,60,1582,1296,1532,1236,50,60,60,65,169.228,52.358,180.0,5020.129,6.5336,0.094227,3.2e-05,0.0,0.68,0.847317,False,False,False,False,False,False,0.939,pass,,
407,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,407,raw/fs_0407.png,dbf46b204f64bed2355c842591190b84071fb049afecd79164ee712a717981e9,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,453,82,1374,799,921,717,453,82,220,562,176.11,36.698,120.0,5028.644,5.9725,0.048524,9e-06,0.444,0.579,0.304391,False,False,False,False,False,False,0.87,pass,,
408,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,408,raw/fs_0408.png,a793830311335c0aef2fb758194bf8c40a0152e3370433ae88be4aebe9b73af3,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,50,68,1588,1310,1538,1242,50,68,54,51,162.764,48.378,166.0,4450.719,6.3747,0.090072,9e-06,0.0,0.649,0.854765,False,False,False,False,False,False,0.909,pass,,
409,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,409,raw/fs_0409.png,2dba7029bbe99e4ebb0f41606c1ce7247d6b59d899234ea15ba492567374e4b2,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,0.25,0.0,57,67,1595,1308,1538,1241,57,67,47,53,163.372,48.407,165.0,4506.52,6.4047,0.088092,5e-06,0.0,0.656,0.854077,False,False,False,False,False,False,0.91,pass,,
410,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,410,raw/fs_0410.png,77f39e6d5613d143461c496fbb649fd6b84a4e099e4ace7ce43494c8ce54933c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,52,63,1598,1308,1546,1245,52,63,44,53,159.663,49.921,172.0,4821.288,6.4364,0.101925,7e-06,0.0,0.685,0.861286,False,False,False,False,False,False,0.912,pass,,
411,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,411,raw/fs_0411.png,b0f9f52311b2ecb6901c219d244018f0e13655cf01fc0eaf44086f8da5e02016,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,50,56,1601,1308,1551,1252,50,56,41,53,159.681,49.845,170.0,5005.974,6.5471,0.101178,1e-05,0.0,0.687,0.86893,False,False,False,False,False,False,0.912,pass,,
412,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,412,raw/fs_0412.png,d7e9ec570bbd78a13200b634923909eab917d1bf90011afb60b202e5a6dcd17e,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,50,57,1601,1307,1551,1250,50,57,41,54,163.306,45.401,151.0,4099.212,6.3341,0.078341,4e-06,0.0,0.615,0.867542,False,False,False,False,False,False,0.895,pass,,
413,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,413,raw/fs_0413.png,a0d2558cc57987b761127556483699f1423075c7b3427075d9f52927da10c862,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,0.25,0.013,54,54,1601,1304,1547,1250,54,54,41,57,166.972,51.096,172.0,5060.469,6.6044,0.09556,2.8e-05,0.0,0.684,0.865305,False,False,False,False,False,False,0.929,pass,,
414,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,414,raw/fs_0414.png,2125f18e21ebf2f8d4cdf0e175bf88aad43b0022e5fe21ff155b6f8b0dd9bfb3,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.016,283,58,1531,1284,1248,1226,283,58,63,77,181.423,36.182,117.0,4513.967,6.0822,0.041574,2.5e-05,0.352,0.631,0.705275,False,False,False,False,False,False,0.876,pass,,
415,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,415,raw/fs_0415.png,2b2ef170e5bd8798f9f08933cdc2898f8e322d70bfd9862f1b79a2ea9fef1adf,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,0.25,0.049,57,52,1594,1306,1537,1254,57,52,48,55,171.672,43.988,141.0,4114.938,6.4399,0.062145,1.2e-05,0.0,0.642,0.862462,False,False,False,False,False,False,0.9,pass,,
416,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,416,raw/fs_0416.png,e0ded2b60d8172e29206f9dcd130ea38d172246500dc843dca8e85a8958426bc,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,0.25,0.015,57,57,1602,1308,1545,1251,57,57,40,53,169.457,48.002,159.0,4452.228,6.5371,0.076923,2.3e-05,0.0,0.659,0.864877,False,False,False,False,False,False,0.917,pass,,
417,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,417,raw/fs_0417.png,3dfc15a52981b5ff52cf9cb509992748dc76965757b5770c6b5253c1b4a36e15,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,0.25,0.137,73,57,1602,1309,1529,1252,73,57,40,52,169.41,46.525,154.0,5062.851,6.5596,0.077203,1.9e-05,0.0,0.685,0.856605,False,False,False,False,False,False,0.91,pass,,
418,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,418,raw/fs_0418.png,6d0ad95fa55eec88d3f01eaaee49a9226501a9baec49e16b33978e07970616e7,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.003,44,55,1593,1304,1549,1249,44,55,49,57,164.332,52.869,181.0,5206.823,6.5375,0.107433,2.4e-05,0.0,0.682,0.86573,False,False,False,False,False,False,0.934,pass,,
419,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,419,raw/fs_0419.png,788fa701d58bc6e17dc128cef42f2cf7a14b91354932a29626a60fd68488f115,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,0.25,0.218,171,56,1527,1292,1356,1236,171,56,67,69,177.508,39.353,130.0,5058.313,6.3394,0.05239,3.9e-05,0.309,0.665,0.772559,False,False,False,False,False,False,0.886,pass,,
420,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,420,raw/fs_0420.png,2b6ab3b6471b6dcc495859cf2f1d01295e299db4c1124f15533220cfe8ff2348,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,0.25,0.106,59,53,1600,1310,1541,1257,59,53,42,51,169.993,48.959,164.0,5124.318,6.5766,0.086079,3.5e-05,0.0,0.684,0.866776,False,False,False,False,False,False,0.923,pass,,
421,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,421,raw/fs_0421.png,bf093e530411e58041c0702e88248c120b21b574c504006ce757321b8078d070,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.082,225,59,1588,1291,1363,1232,225,59,54,70,181.747,34.675,108.0,4467.167,6.2303,0.033669,5.5e-05,0.383,0.668,0.751407,False,False,False,False,False,False,0.869,pass,,
422,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,422,raw/fs_0422.png,3b44f4726cbf29e4beddd25abf98fa043244e5cd251712eece92c2b12b62cc3b,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,48,53,1600,1312,1552,1259,48,53,42,49,163.302,44.86,150.0,4124.047,6.3758,0.073102,4e-06,0.0,0.645,0.874352,False,False,False,False,False,False,0.892,pass,,
423,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,423,raw/fs_0423.png,4eb324149897b80df50e14fa0b3a9136dd1c697461cdf37760e975f2e864051c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,419,72,1482,684,1063,612,419,72,112,677,177.114,27.527,82.0,3616.58,5.7247,0.021396,6e-06,0.624,0.527,0.299874,False,False,False,False,False,False,0.826,pass,,
424,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,424,raw/fs_0424.png,1bbffc1ba43b2a3b1e4ac263c12338964bdc0b3c923069dde8dd8d45d397c115,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,58,51,1601,1310,1543,1259,58,51,41,51,165.755,39.812,122.0,3653.662,6.2876,0.05442,1e-06,0.0,0.624,0.869281,False,False,False,False,False,False,0.871,pass,,
425,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,425,raw/fs_0425.png,93c991d00e74d221657f37c5a317ba5c64baf1ee6e0147af61bd57c0f63e92fe,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,66,52,1578,1302,1512,1250,66,52,64,59,170.252,34.882,108.0,3633.498,6.2485,0.041511,3e-06,0.17,0.633,0.845728,False,False,False,False,False,False,0.853,pass,,
426,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,426,raw/fs_0426.png,7a84a3dee16f9acab6dfacd61f640d35866997ad3fe08e21ff13ba307acedb68,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,55,60,1599,1298,1544,1238,55,60,43,63,165.873,40.704,126.0,3816.872,6.3663,0.059004,1e-06,0.0,0.64,0.855336,False,False,False,False,False,False,0.875,pass,,
427,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,427,raw/fs_0427.png,047c76ca0955d044d178dc59298ca3a92d83f0ab70f571bbb94ec3fb56d42e34,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,58,64,1598,1304,1540,1240,58,64,44,57,167.231,40.223,127.0,4098.918,6.4207,0.058188,5e-06,0.0,0.642,0.854498,False,False,False,False,False,False,0.875,pass,,
428,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,428,raw/fs_0428.png,275a1438774f203722e3d3f4024faf703c2d45e972889e59ed644f2aec6b906c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,89,54,1571,1303,1482,1249,89,54,71,58,168.523,36.82,118.0,4374.895,6.282,0.051452,8e-06,0.22,0.668,0.828284,False,False,False,False,False,False,0.86,pass,,
429,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,429,raw/fs_0429.png,6a9a056bb7c91c7451ad7422ae1596eec1c2bc9872323a14b24e798a656aee0e,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1642,1361,1.0,False,0,-0.25,0.0,54,56,1599,1301,1545,1245,54,56,43,60,163.958,41.569,134.0,4249.768,6.4614,0.067924,7e-06,0.0,0.676,0.860729,False,False,False,False,False,False,0.877,pass,,
430,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,430,raw/fs_0430.png,ee71906e1c455581763184cb7a76122c964d9aff0228189e27a0f53093faddd2,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1690,1361,1.0,False,0,-0.25,0.0,49,61,1626,1303,1577,1242,49,61,64,58,158.803,49.47,168.0,4527.703,6.5247,0.100071,1e-05,0.0,0.675,0.851547,False,False,False,False,False,False,0.909,pass,,
