global_ordinal,source_docx,source_ordinal,extracted_file,sha256,source_repository,source_commit,pipeline_repository,pipeline_commit,width_px,height_px,analysis_scale,exif_orientation_applied,estimated_orientation_degrees,estimated_skew_degrees,skew_confidence,content_left_px,content_top_px,content_right_px,content_bottom_px,content_width_px,content_height_px,margin_left_px,margin_top_px,margin_right_px,margin_bottom_px,brightness_mean,contrast_stddev,dynamic_range_p05_p95,sharpness_score,entropy_bits,dark_pixel_fraction,light_pixel_fraction,background_uniformity_score,bleed_through_proxy,content_fraction,border_contact,likely_blank,likely_low_contrast,likely_blurry,likely_overexposed,likely_underexposed,quality_score,quality_status,review_reasons,analysis_error
1,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,1,raw/fs_0001.png,3abb5b8b7b8aebdc1d2567677dcfafdde0b354ac007455896eecbe689bd1c0db,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,2561,1027,0.70285,False,0,-0.0,1.0,0,0,0,0,0,0,0,0,2561,1027,32.986,75.922,221.0,920.859,1.3967,0.841878,0.001093,0.234,0.297,0.0,False,False,False,False,False,True,0.6,review,possible_underexposure;very_small_content_region,
2,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,2,raw/fs_0002.png,d6e7467a2670f9954f630214bbf897f0f89bf000ee4090744b423a47f91a510d,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,2559,1084,0.7034,False,0,-0.0,1.0,0,0,0,0,0,0,0,0,2559,1084,12.055,45.993,160.0,951.825,1.144,0.939343,0.001017,0.0,0.145,0.0,False,False,False,False,False,True,0.53,review,possible_underexposure;very_small_content_region,
3,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,3,raw/fs_0003.png,16d5c3acb50624a96b7b9f9e6d517e6ee2b44b5afa595c4c8dd75d4bd39998db,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1153,1305,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1153,1305,142.317,75.121,191.0,1056.945,4.9848,0.223895,1e-06,0.0,0.293,0.0,False,False,False,False,False,False,0.757,review,very_small_content_region,
4,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,4,raw/fs_0004.png,0813bec4565d7af0c4c646fe9d5f736eb65d1387809479ed29280350e87f631d,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1149,1299,1.0,False,0,-0.25,0.018,0,0,0,0,0,0,0,0,1149,1299,18.088,47.494,153.0,1419.576,2.0864,0.885424,0.0,0.637,0.155,0.0,False,False,False,False,False,True,0.537,review,possible_underexposure;very_small_content_region,
5,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,5,raw/fs_0005.png,2dab4074fd5a62208084fba29b12d28cbc900bd0deb0b88a24595477987aeace,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,2061,1314,0.873362,False,0,-0.25,0.4,0,0,0,0,0,0,0,0,2061,1314,145.783,72.091,206.0,2157.197,6.471,0.201503,0.002246,0.034,0.489,0.0,False,False,False,False,False,False,0.762,review,very_small_content_region,
6,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,6,raw/fs_0006.png,217b396caec9270837aa95a4f0141d1060e2f17396886689719a15833d59e948,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1839,1308,0.978793,False,0,-0.0,1.0,0,0,0,0,0,0,0,0,1839,1308,158.144,68.317,210.0,1139.016,6.3417,0.151392,0.001563,0.0,0.496,0.0,False,False,False,False,False,False,0.781,review,very_small_content_region,
7,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,7,raw/fs_0007.png,da77fdaeefab5baafb8693acfdf3587377f9e4fa0a17f2944707a5df0f8abab6,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1373,987,1.0,False,0,-0.25,0.076,0,0,0,0,0,0,0,0,1373,987,154.63,66.893,210.0,3288.662,6.5779,0.149998,0.0,0.0,0.652,0.0,False,False,False,False,False,False,0.775,review,very_small_content_region,
10,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,10,raw/fs_0010.png,8c56e1c896243cc5a55d01fdf929f38eecebef8f48c0777952f7883441bd8d5c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1238,988,1.0,False,0,-0.25,0.17,0,0,0,0,0,0,0,0,1238,988,140.521,78.748,209.0,3271.988,6.1402,0.235108,0.0,0.619,0.602,0.0,False,False,False,False,False,False,0.755,review,very_small_content_region,
11,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,11,raw/fs_0011.png,b15e91b3d001cf70b13036d72f19f08037c057d050f34c7b067b274ce44c06f5,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1286,990,1.0,False,0,-0.25,0.761,0,0,0,0,0,0,0,0,1286,990,131.793,81.509,209.0,5636.157,6.4318,0.295788,8e-06,0.434,0.552,0.0,False,False,False,False,False,False,0.742,review,very_small_content_region,
15,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,15,raw/fs_0015.png,394a1d2922638bade9f6fdbe7e48a6614c6fae14f95ad940c81aedb6ddc5550a,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1351,988,1.0,False,0,0.25,0.002,0,0,0,0,0,0,0,0,1351,988,141.897,76.889,208.0,3894.554,6.2659,0.228844,1e-06,0.488,0.61,0.0,False,False,False,False,False,False,0.757,review,very_small_content_region,
16,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,16,raw/fs_0016.png,0e85ac1607e19169c9d6e6f3cbd45d993d46d36e775a54520d9fa75b743f5c6c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1393,994,1.0,False,0,0.25,0.276,0,0,0,0,0,0,0,0,1393,994,152.089,68.873,208.0,4037.838,6.5314,0.173704,2e-06,0.2,0.628,0.0,False,False,False,False,False,False,0.772,review,very_small_content_region,
17,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,17,raw/fs_0017.png,7c64cd695edadd30b8ed25ae3054cc52d4f8a098c3929f2183582c2e6fc445e6,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1354,987,1.0,False,0,-0.0,0.828,0,0,0,0,0,0,0,0,1354,987,149.172,76.862,209.0,2320.464,6.0111,0.206287,1e-06,0.514,0.564,0.0,False,False,False,False,False,False,0.767,review,very_small_content_region,
20,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,20,raw/fs_0020.png,3e04e4f7998e3d2d522539a0441517aa04b88769c9c8cc10e99baa8232bace61,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1402,985,1.0,False,0,0.25,0.028,0,0,0,0,0,0,0,0,1402,985,151.024,72.72,208.0,3359.645,6.2992,0.189859,0.000971,0.142,0.593,0.0,False,False,False,False,False,False,0.77,review,very_small_content_region,
21,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,21,raw/fs_0021.png,ff435ea075c35d9103767ad5a47cacca1c1c49dde10109236bbd10563c4a3dd8,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1372,986,1.0,False,0,-0.0,0.506,0,0,0,0,0,0,0,0,1372,986,159.456,65.383,211.0,3764.466,6.5731,0.139905,0.000758,0.0,0.633,0.0,False,False,False,False,False,False,0.783,review,very_small_content_region,
22,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,22,raw/fs_0022.png,072c582f58a734783853af32c171d3de43ae51f5276732a7b1c3a8e852ffad41,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1337,987,1.0,False,0,-0.25,0.003,0,0,0,0,0,0,0,0,1337,987,141.495,67.656,193.0,3217.96,6.193,0.194855,0.000441,0.324,0.535,0.0,False,False,False,False,False,False,0.756,review,very_small_content_region,
24,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,24,raw/fs_0024.png,33ae385505e011b08626f7501f8e24909f74361386161c2a6493825982d07a29,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1318,987,1.0,False,0,-0.25,0.248,0,0,0,0,0,0,0,0,1318,987,138.403,78.268,204.0,2450.024,5.9974,0.24094,0.000267,0.595,0.554,0.0,False,False,False,False,False,False,0.752,review,very_small_content_region,
25,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,25,raw/fs_0025.png,480d5b9ca49bc87452f650667fb83638f91888465170d04b09091edd32a3c548,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1344,986,1.0,False,0,-0.25,0.039,0,0,0,0,0,0,0,0,1344,986,154.545,67.885,206.0,3326.152,6.3241,0.162813,0.000494,0.207,0.601,0.0,False,False,False,False,False,False,0.775,review,very_small_content_region,
26,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,26,raw/fs_0026.png,1fe7c77950d924b293bcaa7e0690b3037ba820d3ce18508d4d3991e892cd0809,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1353,991,1.0,False,0,0.25,0.001,0,0,0,0,0,0,0,0,1353,991,150.384,73.824,206.0,2292.82,5.976,0.192485,0.000555,0.261,0.55,0.0,False,False,False,False,False,False,0.769,review,very_small_content_region,
27,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,27,raw/fs_0027.png,6fad7699527f61c5968a401d77cbeb3b9b5678f10440be90409bf814dd464b8e,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1302,984,1.0,False,0,0.25,0.001,0,0,0,0,0,0,0,0,1302,984,150.141,68.25,203.0,2416.698,6.2296,0.168799,0.000105,0.328,0.572,0.0,False,False,False,False,False,False,0.769,review,very_small_content_region,
28,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,28,raw/fs_0028.png,c80f3912dc090cc9deda79a87536565213456cfbbe74b1b6f02d3a7b5c7b3559,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1378,985,1.0,False,0,0.25,0.0,0,0,0,0,0,0,0,0,1378,985,136.484,72.693,200.0,4794.522,6.4984,0.237357,0.000751,0.138,0.588,0.0,False,False,False,False,False,False,0.749,review,very_small_content_region,
35,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,35,raw/fs_0035.png,706815fa5105a9d6535f01a5ecd318e0e8d3e20663632f63198ce3baf660142d,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1374,987,1.0,False,0,-0.25,0.005,0,0,0,0,0,0,0,0,1374,987,132.636,74.493,200.0,4818.517,6.4601,0.256064,0.000752,0.288,0.624,0.0,False,False,False,False,False,False,0.743,review,very_small_content_region,
36,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,36,raw/fs_0036.png,772987ea7dfdda9b55542e3b25363ad2826f143ea02ee5219f82c1e951b20b6e,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1417,985,1.0,False,0,-0.25,0.021,0,0,0,0,0,0,0,0,1417,985,137.22,70.401,199.0,4874.255,6.6006,0.225872,0.001143,0.0,0.632,0.0,False,False,False,False,False,False,0.75,review,very_small_content_region,
37,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,37,raw/fs_0037.png,b2f02ca456f40536af45c55f40916044e33a057a3f0a9518f9d694e7f814b74c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1377,987,1.0,False,0,0.25,0.006,0,0,0,0,0,0,0,0,1377,987,132.107,74.702,200.0,5020.2,6.4265,0.258302,0.000751,0.355,0.622,0.0,False,False,False,False,False,False,0.742,review,very_small_content_region,
38,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,38,raw/fs_0038.png,fe2ce1a1af1fa31cb3e634b525b9b1024e5ae951a11fb10134e2f717619a84c8,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1406,988,1.0,False,0,-0.25,0.003,0,0,0,0,0,0,0,0,1406,988,131.79,75.24,201.0,5112.948,6.4983,0.266324,0.000987,0.285,0.599,0.0,False,False,False,False,False,False,0.742,review,very_small_content_region,
39,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,39,raw/fs_0039.png,b25cec0461776dd9a82ab120fc62af51f8fac2dc587e287c7b3167388ebb657b,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1393,988,1.0,False,0,-0.25,0.004,0,0,0,0,0,0,0,0,1393,988,136.497,73.942,201.0,4492.708,6.3556,0.238178,0.000844,0.291,0.608,0.0,False,False,False,False,False,False,0.749,review,very_small_content_region,
40,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,40,raw/fs_0040.png,86e1542c86a89d6f19ddbfdba9ba5897224f1350de5127c11e16bde12d04d974,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1401,984,1.0,False,0,-0.25,0.013,0,0,0,0,0,0,0,0,1401,984,139.757,67.102,197.0,4705.985,6.5754,0.203917,0.000969,0.071,0.636,0.0,False,False,False,False,False,False,0.754,review,very_small_content_region,
41,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,41,raw/fs_0041.png,ee6fc1b72e2026e237d6f9171c1f810cf148c145f4d12c0c6fa5c9c66343d20d,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1407,987,1.0,False,0,-0.25,0.021,0,0,0,0,0,0,0,0,1407,987,123.866,73.121,194.0,5230.703,6.474,0.279443,0.00101,0.24,0.601,0.0,False,False,False,False,False,False,0.73,review,very_small_content_region,
42,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,42,raw/fs_0042.png,d9c1d9cd0bd6955775bc49635fab5bf004bb2b4346b79bd6226ca2b7520499ec,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1412,982,1.0,False,0,-0.25,0.03,0,0,0,0,0,0,0,0,1412,982,136.811,69.146,197.0,4811.69,6.5521,0.221218,0.001057,0.117,0.603,0.0,False,False,False,False,False,False,0.749,review,very_small_content_region,
43,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,43,raw/fs_0043.png,cd31fc5bc0108e35257817e0205e04e6e7dd6634b2406a8330581b038b3dead8,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1299,983,1.0,False,0,0.25,0.0,0,0,0,0,0,0,0,0,1299,983,136.447,71.369,199.0,5386.702,6.5031,0.231046,5.1e-05,0.393,0.64,0.0,False,False,False,False,False,False,0.749,review,very_small_content_region,
44,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,44,raw/fs_0044.png,49f8203ecf742e48db141cdc036e392562af18f3111a3739857c8bd12bfa0187,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1424,986,1.0,False,0,0.25,0.01,0,0,0,0,0,0,0,0,1424,986,133.331,72.993,197.0,4851.503,6.3885,0.248526,0.00115,0.156,0.621,0.0,False,False,False,False,False,False,0.744,review,very_small_content_region,
45,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,45,raw/fs_0045.png,6cc5242438b8f6c91654dc22074db270dcea6280ec64b00cbf58a2b86891f445,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1388,988,1.0,False,0,0.25,0.05,0,0,0,0,0,0,0,0,1388,988,131.342,70.333,195.0,4789.931,6.6546,0.242992,0.000791,0.107,0.619,0.0,False,False,False,False,False,False,0.741,review,very_small_content_region,
47,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,47,raw/fs_0047.png,42d4e94b4e7d149fe4dbb5606a9816abc04d3d35b3e4005093d26b6c886b5271,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1350,988,1.0,False,0,-0.25,0.007,0,0,0,0,0,0,0,0,1350,988,136.799,73.242,199.0,4660.921,6.3986,0.24079,0.000558,0.375,0.649,0.0,False,False,False,False,False,False,0.749,review,very_small_content_region,
48,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,48,raw/fs_0048.png,14d2eade80b696191475e168f14bbe1c3a2f82ec1c6819de309e36e0420c10de,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1389,990,1.0,False,0,0.25,0.031,0,0,0,0,0,0,0,0,1389,990,138.157,74.119,202.0,4034.843,6.3065,0.228372,0.000841,0.237,0.646,0.0,False,False,False,False,False,False,0.751,review,very_small_content_region,
49,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,49,raw/fs_0049.png,625deae5f4a8c5462826dbfc84cee3f5847833d682f3f354d4dc21dcaa9390fe,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1381,989,1.0,False,0,0.25,0.056,0,0,0,0,0,0,0,0,1381,989,150.066,66.068,202.0,3475.387,6.4338,0.167673,0.000771,0.0,0.602,0.0,False,False,False,False,False,False,0.769,review,very_small_content_region,
50,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,50,raw/fs_0050.png,d7b646fdd039760ca1ca06ba1ff78feeed1f9e5a0521b08d35f1be932f529f95,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1347,991,1.0,False,0,0.25,0.179,0,0,0,0,0,0,0,0,1347,991,145.083,71.93,204.0,3298.162,6.3004,0.200214,0.000532,0.299,0.612,0.0,False,False,False,False,False,False,0.761,review,very_small_content_region,
52,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,52,raw/fs_0052.png,53df3e8b668c538330069fa49b92f79b0159066859339a839829a777221b55e6,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1371,987,1.0,False,0,0.25,0.142,0,0,0,0,0,0,0,0,1371,987,140.873,70.566,204.0,4245.459,6.6561,0.207062,0.000755,0.198,0.655,0.0,False,False,False,False,False,False,0.755,review,very_small_content_region,
54,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,54,raw/fs_0054.png,e93d4e96d126cb04af24b7314da61d67252e3e9878224892b53d8521e192c7a8,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1384,989,1.0,False,0,0.25,0.069,0,0,0,0,0,0,0,0,1384,989,137.676,75.856,204.0,3684.856,6.2646,0.233694,0.000745,0.433,0.576,0.0,False,False,False,False,False,False,0.751,review,very_small_content_region,
55,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,55,raw/fs_0055.png,a76285f5dbc0760c6df145d0e18c4aa6168d1abd8cbf3e243c861176a1a7fadc,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1441,989,1.0,False,0,-0.25,0.024,0,0,0,0,0,0,0,0,1441,989,145.459,71.412,205.0,3313.607,6.396,0.192139,0.00134,0.081,0.579,0.0,False,False,False,False,False,False,0.762,review,very_small_content_region,
56,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,56,raw/fs_0056.png,8a63ca97fd3df759d35d4b310e8fb32503e47266e3fbbd8364bd8c6074b55e35,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1419,985,1.0,False,0,-0.25,0.0,0,0,0,0,0,0,0,0,1419,985,144.555,73.105,204.0,3214.868,6.2762,0.201681,0.001126,0.314,0.571,0.0,False,False,False,False,False,False,0.761,review,very_small_content_region,
58,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,58,raw/fs_0058.png,9f78620969f65d39f2bf13ac291bb087cf56da12e81c060f793254f1c45ca841,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1458,989,1.0,False,0,-0.25,0.023,0,0,0,0,0,0,0,0,1458,989,141.805,73.775,205.0,4332.211,6.4154,0.219982,0.001519,0.029,0.604,0.0,False,False,False,False,False,False,0.757,review,very_small_content_region,
59,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,59,raw/fs_0059.png,fe588b2a25db8380e5d61a8dbd03be4ea47063afcd9fcb646be38a17f9231a1d,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1409,989,1.0,False,0,-0.25,0.03,0,0,0,0,0,0,0,0,1409,989,137.161,76.471,203.0,3668.137,6.2183,0.24303,0.001054,0.355,0.58,0.0,False,False,False,False,False,False,0.75,review,very_small_content_region,
60,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,60,raw/fs_0060.png,05e880249aa80468f720a838e1c1cd3c8530118e0c26edf40595806cec12d31c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1345,985,1.0,False,0,-0.25,0.015,0,0,0,0,0,0,0,0,1345,985,143.67,72.693,204.0,4587.938,6.4186,0.216078,0.000522,0.171,0.596,0.0,False,False,False,False,False,False,0.759,review,very_small_content_region,
61,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,61,raw/fs_0061.png,a141d55ecbb68e0bfa5db0517a8b5b05114ed15d672000bb2270b92f8e8b042c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1466,990,1.0,False,0,-0.25,0.023,0,0,0,0,0,0,0,0,1466,990,141.488,74.707,203.0,3616.591,6.2272,0.225881,0.00151,0.059,0.562,0.0,False,False,False,False,False,False,0.756,review,very_small_content_region,
62,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,62,raw/fs_0062.png,838a94a6ee2d74f7e293360bba887da4d191cb8f8c9b1adb8c061e62e3598067,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,1374,992,1.0,False,0,0.25,0.397,0,0,0,0,0,0,0,0,1374,992,137.637,76.443,202.0,2913.509,6.0556,0.241544,0.000749,0.406,0.596,0.0,False,False,False,False,False,False,0.751,review,very_small_content_region,
