global_ordinal,source_docx,source_ordinal,relationship_id,media_path,extracted_file,detected_format,width_px,height_px,mode,bytes,sha256,duplicate_group,analysis_file,thumbnail_file,source_repository,source_commit,pipeline_repository,pipeline_commit,manuscript_left_page,manuscript_right_page,date_begin,date_end,record_begin,record_end,year_or_transition,hand_or_priest_notes,condition_notes,content_qc_status,confidence,research_notes
1,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,1,rId4,word/media/image1.png,raw/fs_0001.png,PNG,2561,1027,RGBA,290786,3abb5b8b7b8aebdc1d2567677dcfafdde0b354ac007455896eecbe689bd1c0db,,analysis/fs_0001_analysis.png,thumbnails/fs_0001.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
2,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,2,rId5,word/media/image2.png,raw/fs_0002.png,PNG,2559,1084,RGBA,369282,d6e7467a2670f9954f630214bbf897f0f89bf000ee4090744b423a47f91a510d,,analysis/fs_0002_analysis.png,thumbnails/fs_0002.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
3,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,3,rId6,word/media/image3.png,raw/fs_0003.png,PNG,1153,1305,RGBA,955524,16d5c3acb50624a96b7b9f9e6d517e6ee2b44b5afa595c4c8dd75d4bd39998db,,analysis/fs_0003_analysis.png,thumbnails/fs_0003.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
4,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,4,rId7,word/media/image4.png,raw/fs_0004.png,PNG,1149,1299,RGBA,464605,0813bec4565d7af0c4c646fe9d5f736eb65d1387809479ed29280350e87f631d,,analysis/fs_0004_analysis.png,thumbnails/fs_0004.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
5,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,5,rId8,word/media/image5.png,raw/fs_0005.png,PNG,2061,1314,RGBA,2722030,2dab4074fd5a62208084fba29b12d28cbc900bd0deb0b88a24595477987aeace,,analysis/fs_0005_analysis.png,thumbnails/fs_0005.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
6,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,6,rId9,word/media/image6.png,raw/fs_0006.png,PNG,1839,1308,RGBA,2172963,217b396caec9270837aa95a4f0141d1060e2f17396886689719a15833d59e948,,analysis/fs_0006_analysis.png,thumbnails/fs_0006.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
7,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,7,rId10,word/media/image7.png,raw/fs_0007.png,PNG,1373,987,RGBA,1488143,da77fdaeefab5baafb8693acfdf3587377f9e4fa0a17f2944707a5df0f8abab6,,analysis/fs_0007_analysis.png,thumbnails/fs_0007.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
8,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,8,rId11,word/media/image8.png,raw/fs_0008.png,PNG,1312,986,RGBA,1255671,de458a60ccebcf7ddbc6c77d5ec70229a54817ba25ceef4a583d36df3de2e271,,analysis/fs_0008_analysis.png,thumbnails/fs_0008.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
9,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,9,rId12,word/media/image9.png,raw/fs_0009.png,PNG,1326,991,RGBA,1267289,53d62585240688241e612b5a55d932e4c7ee54a880fcb2bb48dc951a96dc6476,,analysis/fs_0009_analysis.png,thumbnails/fs_0009.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
10,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,10,rId13,word/media/image10.png,raw/fs_0010.png,PNG,1238,988,RGBA,1222256,8c56e1c896243cc5a55d01fdf929f38eecebef8f48c0777952f7883441bd8d5c,,analysis/fs_0010_analysis.png,thumbnails/fs_0010.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
11,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,11,rId14,word/media/image11.png,raw/fs_0011.png,PNG,1286,990,RGBA,1375279,b15e91b3d001cf70b13036d72f19f08037c057d050f34c7b067b274ce44c06f5,,analysis/fs_0011_analysis.png,thumbnails/fs_0011.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
12,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,12,rId15,word/media/image12.png,raw/fs_0012.png,PNG,1331,992,RGBA,1339474,7d82f0b4b19c96d6207714c7cc28f6730a30ab8f7286f636b765d8d189b2ded8,,analysis/fs_0012_analysis.png,thumbnails/fs_0012.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
13,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,13,rId16,word/media/image13.png,raw/fs_0013.png,PNG,1322,992,RGBA,1338145,3695131d3caa1368852b0f73e5bb43f07acfc4cd7de9e0058a5223cc908750bc,,analysis/fs_0013_analysis.png,thumbnails/fs_0013.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
14,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,14,rId17,word/media/image14.png,raw/fs_0014.png,PNG,1352,991,RGBA,1399365,e819f2945153229e067fef7e7f423f087a3c0a813b8350a62e0906ab2a4342dd,,analysis/fs_0014_analysis.png,thumbnails/fs_0014.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
15,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,15,rId18,word/media/image15.png,raw/fs_0015.png,PNG,1351,988,RGBA,1393540,394a1d2922638bade9f6fdbe7e48a6614c6fae14f95ad940c81aedb6ddc5550a,,analysis/fs_0015_analysis.png,thumbnails/fs_0015.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
16,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,16,rId19,word/media/image16.png,raw/fs_0016.png,PNG,1393,994,RGBA,1528558,0e85ac1607e19169c9d6e6f3cbd45d993d46d36e775a54520d9fa75b743f5c6c,,analysis/fs_0016_analysis.png,thumbnails/fs_0016.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
17,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,17,rId20,word/media/image17.png,raw/fs_0017.png,PNG,1354,987,RGBA,1318706,7c64cd695edadd30b8ed25ae3054cc52d4f8a098c3929f2183582c2e6fc445e6,,analysis/fs_0017_analysis.png,thumbnails/fs_0017.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
18,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,18,rId21,word/media/image18.png,raw/fs_0018.png,PNG,1338,994,RGBA,1321036,599e1fb9b694e239f1259a3d629ddfdb52bfaa20afc27a27bddb5966858d16d3,,analysis/fs_0018_analysis.png,thumbnails/fs_0018.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
19,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,19,rId22,word/media/image19.png,raw/fs_0019.png,PNG,1342,987,RGBA,1327749,da1d41626622db7649442e8fa6238dd6954f6d18c25047b490c255b7ec4a4ea2,,analysis/fs_0019_analysis.png,thumbnails/fs_0019.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
20,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,20,rId23,word/media/image20.png,raw/fs_0020.png,PNG,1402,985,RGBA,1451361,3e04e4f7998e3d2d522539a0441517aa04b88769c9c8cc10e99baa8232bace61,,analysis/fs_0020_analysis.png,thumbnails/fs_0020.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
21,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,21,rId24,word/media/image21.png,raw/fs_0021.png,PNG,1372,986,RGBA,1516665,ff435ea075c35d9103767ad5a47cacca1c1c49dde10109236bbd10563c4a3dd8,,analysis/fs_0021_analysis.png,thumbnails/fs_0021.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
22,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,22,rId25,word/media/image22.png,raw/fs_0022.png,PNG,1337,987,RGBA,1349071,072c582f58a734783853af32c171d3de43ae51f5276732a7b1c3a8e852ffad41,,analysis/fs_0022_analysis.png,thumbnails/fs_0022.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
23,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,23,rId26,word/media/image23.png,raw/fs_0023.png,PNG,1370,988,RGBA,1311668,064667cf82eedbac75401dd7e2797439365572933e4d6fb5d6e045db7a04cf40,,analysis/fs_0023_analysis.png,thumbnails/fs_0023.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
24,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,24,rId27,word/media/image24.png,raw/fs_0024.png,PNG,1318,987,RGBA,1249030,33ae385505e011b08626f7501f8e24909f74361386161c2a6493825982d07a29,,analysis/fs_0024_analysis.png,thumbnails/fs_0024.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
25,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,25,rId28,word/media/image25.png,raw/fs_0025.png,PNG,1344,986,RGBA,1411891,480d5b9ca49bc87452f650667fb83638f91888465170d04b09091edd32a3c548,,analysis/fs_0025_analysis.png,thumbnails/fs_0025.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
26,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,26,rId29,word/media/image26.png,raw/fs_0026.png,PNG,1353,991,RGBA,1303462,1fe7c77950d924b293bcaa7e0690b3037ba820d3ce18508d4d3991e892cd0809,,analysis/fs_0026_analysis.png,thumbnails/fs_0026.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
27,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,27,rId30,word/media/image27.png,raw/fs_0027.png,PNG,1302,984,RGBA,1313010,6fad7699527f61c5968a401d77cbeb3b9b5678f10440be90409bf814dd464b8e,,analysis/fs_0027_analysis.png,thumbnails/fs_0027.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
28,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,28,rId31,word/media/image28.png,raw/fs_0028.png,PNG,1378,985,RGBA,1508847,c80f3912dc090cc9deda79a87536565213456cfbbe74b1b6f02d3a7b5c7b3559,,analysis/fs_0028_analysis.png,thumbnails/fs_0028.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
29,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,29,rId32,word/media/image29.png,raw/fs_0029.png,PNG,1325,986,RGBA,1428042,01401dd8f5d0d97fe32faf3dafe705f24ee82bab1bdf5a3c1aee3f1c675954a2,,analysis/fs_0029_analysis.png,thumbnails/fs_0029.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
30,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,30,rId33,word/media/image30.png,raw/fs_0030.png,PNG,1319,989,RGBA,1478152,7cb28ba0367df819aec0e49127d7acdfa0e08c0b76d83b94a9cfa14e3e7bb01a,,analysis/fs_0030_analysis.png,thumbnails/fs_0030.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
31,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,31,rId34,word/media/image31.png,raw/fs_0031.png,PNG,1363,985,RGBA,1489594,7b1bca47695f324aa19cf65078ec622c8ececbca5c8d1cd6461a54bee2847f1b,,analysis/fs_0031_analysis.png,thumbnails/fs_0031.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
32,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,32,rId35,word/media/image32.png,raw/fs_0032.png,PNG,1366,985,RGBA,1450114,82df1ceb2cd9143d9979c1596dea57c1f1555c62526dfbddd3467fd3228fa7cd,,analysis/fs_0032_analysis.png,thumbnails/fs_0032.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
33,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,33,rId36,word/media/image33.png,raw/fs_0033.png,PNG,1336,986,RGBA,1395536,ccbab96d5b4d5c5a4e8b77f10a88eeb11d79afc8530968f0e21fa5d27a8c0d99,,analysis/fs_0033_analysis.png,thumbnails/fs_0033.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
34,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,34,rId37,word/media/image34.png,raw/fs_0034.png,PNG,1351,986,RGBA,1400309,582066ae6d7a3eafb3214289c538c0254417ec9e1fad50972d4bc469483099f9,,analysis/fs_0034_analysis.png,thumbnails/fs_0034.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
35,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,35,rId38,word/media/image35.png,raw/fs_0035.png,PNG,1374,987,RGBA,1481747,706815fa5105a9d6535f01a5ecd318e0e8d3e20663632f63198ce3baf660142d,,analysis/fs_0035_analysis.png,thumbnails/fs_0035.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
36,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,36,rId39,word/media/image36.png,raw/fs_0036.png,PNG,1417,985,RGBA,1569147,772987ea7dfdda9b55542e3b25363ad2826f143ea02ee5219f82c1e951b20b6e,,analysis/fs_0036_analysis.png,thumbnails/fs_0036.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
37,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,37,rId40,word/media/image37.png,raw/fs_0037.png,PNG,1377,987,RGBA,1484598,b2f02ca456f40536af45c55f40916044e33a057a3f0a9518f9d694e7f814b74c,,analysis/fs_0037_analysis.png,thumbnails/fs_0037.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
38,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,38,rId41,word/media/image38.png,raw/fs_0038.png,PNG,1406,988,RGBA,1511926,fe2ce1a1af1fa31cb3e634b525b9b1024e5ae951a11fb10134e2f717619a84c8,,analysis/fs_0038_analysis.png,thumbnails/fs_0038.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
39,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,39,rId42,word/media/image39.png,raw/fs_0039.png,PNG,1393,988,RGBA,1478525,b25cec0461776dd9a82ab120fc62af51f8fac2dc587e287c7b3167388ebb657b,,analysis/fs_0039_analysis.png,thumbnails/fs_0039.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
40,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,40,rId43,word/media/image40.png,raw/fs_0040.png,PNG,1401,984,RGBA,1568185,86e1542c86a89d6f19ddbfdba9ba5897224f1350de5127c11e16bde12d04d974,,analysis/fs_0040_analysis.png,thumbnails/fs_0040.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
41,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,41,rId44,word/media/image41.png,raw/fs_0041.png,PNG,1407,987,RGBA,1516897,ee6fc1b72e2026e237d6f9171c1f810cf148c145f4d12c0c6fa5c9c66343d20d,,analysis/fs_0041_analysis.png,thumbnails/fs_0041.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
42,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,42,rId45,word/media/image42.png,raw/fs_0042.png,PNG,1412,982,RGBA,1546468,d9c1d9cd0bd6955775bc49635fab5bf004bb2b4346b79bd6226ca2b7520499ec,,analysis/fs_0042_analysis.png,thumbnails/fs_0042.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
43,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,43,rId46,word/media/image43.png,raw/fs_0043.png,PNG,1299,983,RGBA,1440579,cd31fc5bc0108e35257817e0205e04e6e7dd6634b2406a8330581b038b3dead8,,analysis/fs_0043_analysis.png,thumbnails/fs_0043.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
44,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,44,rId47,word/media/image44.png,raw/fs_0044.png,PNG,1424,986,RGBA,1529287,49f8203ecf742e48db141cdc036e392562af18f3111a3739857c8bd12bfa0187,,analysis/fs_0044_analysis.png,thumbnails/fs_0044.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
45,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,45,rId48,word/media/image45.png,raw/fs_0045.png,PNG,1388,988,RGBA,1554906,6cc5242438b8f6c91654dc22074db270dcea6280ec64b00cbf58a2b86891f445,,analysis/fs_0045_analysis.png,thumbnails/fs_0045.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
46,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,46,rId49,word/media/image46.png,raw/fs_0046.png,PNG,1351,984,RGBA,1382112,23f080d0b143ca59d50be914d19eca1c299d017de0cf7881908f5ef00f814007,,analysis/fs_0046_analysis.png,thumbnails/fs_0046.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
47,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,47,rId50,word/media/image47.png,raw/fs_0047.png,PNG,1350,988,RGBA,1441748,42d4e94b4e7d149fe4dbb5606a9816abc04d3d35b3e4005093d26b6c886b5271,,analysis/fs_0047_analysis.png,thumbnails/fs_0047.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
48,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,48,rId51,word/media/image48.png,raw/fs_0048.png,PNG,1389,990,RGBA,1436239,14d2eade80b696191475e168f14bbe1c3a2f82ec1c6819de309e36e0420c10de,,analysis/fs_0048_analysis.png,thumbnails/fs_0048.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
49,Baptisms-San-Antonio-Baptism-Records-1788-1824--1858-1898_p1-64.docx,49,rId52,word/media/image49.png,raw/fs_0049.png,PNG,1381,989,RGBA,1457593,625deae5f4a8c5462826dbfc84cee3f5847833d682f3f354d4dc21dcaa9390fe,,analysis/fs_0049_analysis.png,thumbnails/fs_0049.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,9f03a2632820a26b9724dac7a7a62e87776b1b04,dlstupka/hth,4b0d7c9a16b00eb463a94355f4a2aaf9e69af020,,,,,,,,,,not_reviewed,,
