global_ordinal,source_docx,source_ordinal,relationship_id,media_path,extracted_file,detected_format,width_px,height_px,mode,bytes,sha256,duplicate_group,analysis_file,thumbnail_file,source_repository,source_commit,pipeline_repository,pipeline_commit,manuscript_left_page,manuscript_right_page,date_begin,date_end,record_begin,record_end,year_or_transition,hand_or_priest_notes,condition_notes,content_qc_status,confidence,research_notes
1,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,1,rId5,word/media/image1.png,raw/fs_0001.png,PNG,2059,731,RGBA,216170,b8d22ed13dc2682ee4a8811af502348ac3d27d1efaa027142c5e23de02fefaea,,analysis/fs_0001_analysis.png,thumbnails/fs_0001.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
2,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,2,rId6,word/media/image2.png,raw/fs_0002.png,PNG,1786,1361,RGB,298962,07b4ac631a0e5ca7f4b7862f73750096e267fe3c23c767fcfa513fcd7cbba3a7,,analysis/fs_0002_analysis.png,thumbnails/fs_0002.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
3,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,3,rId7,word/media/image3.png,raw/fs_0003.png,PNG,1786,1361,RGB,1008694,72bb9d584eafbe1076f42d37a5d41d1c2d26f89423a5cd4d819af893818e03d9,,analysis/fs_0003_analysis.png,thumbnails/fs_0003.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
4,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,4,rId8,word/media/image4.png,raw/fs_0004.png,PNG,1786,1361,RGB,431122,c8bf8b1234db5556a43c5d345770b917ffb0c70c44eeccd62593a3047792ce9a,,analysis/fs_0004_analysis.png,thumbnails/fs_0004.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
5,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,5,rId9,word/media/image5.png,raw/fs_0005.png,PNG,1786,1361,RGB,1902299,99caee338a22ea59129066c4047d1136197b8f2129e3508d7bef65bfb72241ee,,analysis/fs_0005_analysis.png,thumbnails/fs_0005.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
6,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,6,rId10,word/media/image6.png,raw/fs_0006.png,PNG,1684,1264,RGBA,2038400,4fea1521e01caa61f012b05954d255ce3355b0361af1be13cd7b13cc6f0214ad,,analysis/fs_0006_analysis.png,thumbnails/fs_0006.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
7,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,7,rId11,word/media/image7.png,raw/fs_0007.png,PNG,1681,1262,RGBA,2282329,05ffd0c93b743942bd8ed6c17bd7f34df91be9de3d430912c693f1e1bf5cf9bf,,analysis/fs_0007_analysis.png,thumbnails/fs_0007.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
8,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,8,rId12,word/media/image8.png,raw/fs_0008.png,PNG,1786,1361,RGB,2170765,942aace76dc216e6e55a068d4a99292385175aa75c08367f9ef34d1f5bc4196b,,analysis/fs_0008_analysis.png,thumbnails/fs_0008.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
9,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,9,rId13,word/media/image9.png,raw/fs_0009.png,PNG,1786,1361,RGB,2021732,428f800a1deaa93f7a1ea6b82081496a3f10222a66c56a28983c7a32fbade4ac,,analysis/fs_0009_analysis.png,thumbnails/fs_0009.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
10,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,10,rId14,word/media/image10.png,raw/fs_0010.png,PNG,1786,1361,RGB,2027988,18cbb5db7ae3a77416eb3ec4906eeaceb3dcf598a3e23385769e87f0165bd685,,analysis/fs_0010_analysis.png,thumbnails/fs_0010.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
11,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,11,rId15,word/media/image11.png,raw/fs_0011.png,PNG,1786,1361,RGB,1979043,60648cc51ef58a1d529eaac716a87b3f687c172905467262bf37f7ce5e4f3d69,,analysis/fs_0011_analysis.png,thumbnails/fs_0011.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
12,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,12,rId16,word/media/image12.png,raw/fs_0012.png,PNG,1786,1361,RGB,2238020,287f6aa4081451b28e02ea7b27f829af937f206a340136266c247aa3e20922bd,,analysis/fs_0012_analysis.png,thumbnails/fs_0012.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
13,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,13,rId17,word/media/image13.png,raw/fs_0013.png,PNG,1786,1361,RGB,2123215,750f4cdcaf746518c4fc8bbbe8d573d5ba2ff9f26d56360eb666506da6e6c096,,analysis/fs_0013_analysis.png,thumbnails/fs_0013.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
14,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,14,rId18,word/media/image14.png,raw/fs_0014.png,PNG,1786,1361,RGB,2128212,e01e7e8cd8f0f6c36b6881eff7a8f0f58ec5963e88b75ebb0ef5c2251d5cb3f3,,analysis/fs_0014_analysis.png,thumbnails/fs_0014.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
15,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,15,rId19,word/media/image15.png,raw/fs_0015.png,PNG,1786,1361,RGB,2210854,903a994484c71a92b510b6949b5888d70e40b0085e760da483d6819e2160c79d,,analysis/fs_0015_analysis.png,thumbnails/fs_0015.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
16,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,16,rId20,word/media/image16.png,raw/fs_0016.png,PNG,1786,1361,RGB,2182749,1a25dda214e6a2e3e1403b860d2f397feeca500a34a42fbaf1c52ddcb6184e7a,,analysis/fs_0016_analysis.png,thumbnails/fs_0016.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
17,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,17,rId21,word/media/image17.png,raw/fs_0017.png,PNG,1786,1361,RGB,2557721,054205bc2351f4262300776876ac6312cfe925c9f35d2644e5bfb810b39722c0,,analysis/fs_0017_analysis.png,thumbnails/fs_0017.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
18,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,18,rId22,word/media/image18.png,raw/fs_0018.png,PNG,1786,1361,RGB,2046667,85bb417da63b607514d70e46472a3782f00223ababf35d16b84d2f6090856f56,,analysis/fs_0018_analysis.png,thumbnails/fs_0018.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
19,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,19,rId23,word/media/image19.png,raw/fs_0019.png,PNG,1786,1361,RGB,2102488,8bc8743a009057694e295d84822d97cd28c0d1c91bd21feb421318b9ac05d2f4,,analysis/fs_0019_analysis.png,thumbnails/fs_0019.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
20,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,20,rId24,word/media/image20.png,raw/fs_0020.png,PNG,1786,1361,RGB,2107099,9c8d3271e415569eb73aef4500b69f4da3f56b0650035e523c67dfe4cc63d46b,,analysis/fs_0020_analysis.png,thumbnails/fs_0020.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
21,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,21,rId25,word/media/image21.png,raw/fs_0021.png,PNG,1786,1361,RGB,2428406,1912a71d38e7cef47db5e4af37d297069967ee7d037f05119955683010d3879e,,analysis/fs_0021_analysis.png,thumbnails/fs_0021.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
22,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,22,rId26,word/media/image22.png,raw/fs_0022.png,PNG,1692,1258,RGBA,2321133,c07eafc1c9faf9b75189ab730c9a4fc303568584d6826b39c492d7c2f0fa167e,,analysis/fs_0022_analysis.png,thumbnails/fs_0022.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
23,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,23,rId27,word/media/image23.png,raw/fs_0023.png,PNG,1786,1361,RGB,2107843,29cd291663f3290b367731efa609abef7c40f2019147b1ed2a48c3b5852b19a9,,analysis/fs_0023_analysis.png,thumbnails/fs_0023.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
24,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,24,rId28,word/media/image24.png,raw/fs_0024.png,PNG,1786,1361,RGB,2006458,41b08db6d41e5c848cca9a464ec01e751c375c9e83ce1039343655213c1c9874,,analysis/fs_0024_analysis.png,thumbnails/fs_0024.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
25,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,25,rId29,word/media/image25.png,raw/fs_0025.png,PNG,1786,1361,RGB,1979518,4dfc6bfa8b1e31ea080f5353953e7cea3c9c73080e9d6c6d602fff2921388b81,,analysis/fs_0025_analysis.png,thumbnails/fs_0025.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
26,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,26,rId30,word/media/image26.png,raw/fs_0026.png,PNG,1677,1261,RGBA,2204246,cf9466a94f25677ca31300d45cef39c1a86dca551e7e19296adda6e589f9a71f,,analysis/fs_0026_analysis.png,thumbnails/fs_0026.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
27,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,27,rId31,word/media/image27.png,raw/fs_0027.png,PNG,1786,1361,RGB,2010960,b0b84cbb3187458b897a720a205b320a7c58c6ca87101af3a91cb69e17a90513,,analysis/fs_0027_analysis.png,thumbnails/fs_0027.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
28,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,28,rId32,word/media/image28.png,raw/fs_0028.png,PNG,1786,1361,RGB,2055074,0bff8e06f1284fe42d9a354ce73333d5a00557addeff3189723a738ab4d5cb4e,,analysis/fs_0028_analysis.png,thumbnails/fs_0028.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
29,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,29,rId33,word/media/image29.png,raw/fs_0029.png,PNG,1786,1361,RGB,2352862,f2374c841a0a449eb833f0ef7702cfbe81d41c6c0706c4bec2be43350ab581e6,,analysis/fs_0029_analysis.png,thumbnails/fs_0029.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
30,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,30,rId34,word/media/image30.png,raw/fs_0030.png,PNG,1786,1361,RGB,2283541,2d6a7f8f230c27587092b54d6f125048f0fe81277e792131323bf9d1d92d2e29,,analysis/fs_0030_analysis.png,thumbnails/fs_0030.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
31,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,31,rId35,word/media/image31.png,raw/fs_0031.png,PNG,1786,1361,RGB,2363198,13a515b394bca0d2d7f053fa164f3f9ddb987442e831079276ea0edb82ce398b,,analysis/fs_0031_analysis.png,thumbnails/fs_0031.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
32,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,32,rId36,word/media/image32.png,raw/fs_0032.png,PNG,1786,1361,RGB,2331747,db2582d55937853511bfc9337c296e57ef5919e9177c47b20e1aedae35e57dad,,analysis/fs_0032_analysis.png,thumbnails/fs_0032.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
33,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,33,rId37,word/media/image33.png,raw/fs_0033.png,PNG,1786,1361,RGB,2290397,14102d8bb58359ce914f6ee2c363e4b6de4289244eb775280d70b090bf1f98ee,,analysis/fs_0033_analysis.png,thumbnails/fs_0033.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
34,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,34,rId38,word/media/image34.png,raw/fs_0034.png,PNG,1786,1361,RGB,2243725,6957ffb18ff59cbcf8aac920f863adf798fd318d5aa6bbfedf3e197d3b000489,,analysis/fs_0034_analysis.png,thumbnails/fs_0034.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
35,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,35,rId39,word/media/image35.png,raw/fs_0035.png,PNG,1786,1361,RGB,2223392,2f9aab8ae088eb9e15523ea1b4d86c960d0d4d6ee4f039bd0540d6b5b6caaa16,,analysis/fs_0035_analysis.png,thumbnails/fs_0035.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
36,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,36,rId40,word/media/image36.png,raw/fs_0036.png,PNG,1786,1361,RGB,2316002,8fab2da3e3f98e1425f3d1524d80ef212abce8e30340aa1e33c578a7bd4e11c3,,analysis/fs_0036_analysis.png,thumbnails/fs_0036.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
37,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,37,rId41,word/media/image37.png,raw/fs_0037.png,PNG,1786,1361,RGB,2583527,9a39d7f1f9d77dfd851e8b401338dda7d61a245980912f3bf2a23c9995b07167,,analysis/fs_0037_analysis.png,thumbnails/fs_0037.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
38,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,38,rId42,word/media/image38.png,raw/fs_0038.png,PNG,1786,1361,RGB,2325167,2448b99126486c5c0427d2c56540684f55e5cd689169277fd4f4d68864bfa9cd,,analysis/fs_0038_analysis.png,thumbnails/fs_0038.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
39,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,39,rId43,word/media/image39.png,raw/fs_0039.png,PNG,1786,1361,RGB,2342927,f7e66b820ebf5891d8974587fa8023d1177b655ae60f9013b2d289c1ced16651,,analysis/fs_0039_analysis.png,thumbnails/fs_0039.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
40,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,40,rId44,word/media/image40.png,raw/fs_0040.png,PNG,1786,1361,RGB,2302986,24cbfb0dbcd46660b2975e892ea478fb75ce1f45c85adab45a634ecf22b7740c,,analysis/fs_0040_analysis.png,thumbnails/fs_0040.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
41,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,41,rId45,word/media/image41.png,raw/fs_0041.png,PNG,1734,1278,RGBA,2464042,4c58821d00cc279ef306e935c6fc7d78a239dda0d4984b4fe1393182720628a0,,analysis/fs_0041_analysis.png,thumbnails/fs_0041.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
42,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,42,rId46,word/media/image42.png,raw/fs_0042.png,PNG,1786,1361,RGB,2373725,87487b4c112f0f83ec1f4fc5454b1c176555e1bda0ec30eaa59271ac40a2d03e,,analysis/fs_0042_analysis.png,thumbnails/fs_0042.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
43,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,43,rId47,word/media/image43.png,raw/fs_0043.png,PNG,1786,1361,RGB,2572480,d9c6ca1641dc2a6481fb0dcb1e8cd7c969686f74874403cf5c9306c6b9fd5e69,,analysis/fs_0043_analysis.png,thumbnails/fs_0043.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
44,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,44,rId48,word/media/image44.png,raw/fs_0044.png,PNG,1786,1361,RGB,2322250,33a2848f34d328a947542cb39570f811c826def199ccff0e96e99991148881b4,,analysis/fs_0044_analysis.png,thumbnails/fs_0044.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
45,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,45,rId49,word/media/image45.png,raw/fs_0045.png,PNG,1786,1361,RGB,2543612,d3f2cd3daabe35c736f47bd110aa6bd7fbacecfb7a3c4701901b91da5456da78,,analysis/fs_0045_analysis.png,thumbnails/fs_0045.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
46,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,46,rId50,word/media/image46.png,raw/fs_0046.png,PNG,1712,1263,RGBA,2436089,b6a074a308053e4a339591fe56fa2970482925e227bfcd52f1d46c996ea1b509,,analysis/fs_0046_analysis.png,thumbnails/fs_0046.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
47,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,47,rId51,word/media/image47.png,raw/fs_0047.png,PNG,1786,1361,RGB,2139959,e921684700f74d74932949acc3c6e9baeaa5d70b247a4ec2de05269d1f9ffd0f,,analysis/fs_0047_analysis.png,thumbnails/fs_0047.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
48,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,48,rId52,word/media/image48.png,raw/fs_0048.png,PNG,1786,1361,RGB,2264597,01d612f916c9e729df9dc605b0cb3eb849f952911de4f20df09c9c2a11a2b213,,analysis/fs_0048_analysis.png,thumbnails/fs_0048.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
49,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,49,rId53,word/media/image49.png,raw/fs_0049.png,PNG,1786,1361,RGB,2232153,735bd06507c4a518b8405a9703ea9396db159cc6ef6e85dc020f744194e427e9,,analysis/fs_0049_analysis.png,thumbnails/fs_0049.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
50,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,50,rId54,word/media/image50.png,raw/fs_0050.png,PNG,1728,1272,RGBA,2273620,3922ad28a7677f8026a221bb6b95ceb2e677a7ea4c3b00f1657af26a68074aa1,,analysis/fs_0050_analysis.png,thumbnails/fs_0050.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
51,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,51,rId55,word/media/image51.png,raw/fs_0051.png,PNG,1786,1361,RGB,2113934,a6a16bb668667b516c97656e1eb01ccef7a82a9ebc97d78eea59581fd973b3a0,,analysis/fs_0051_analysis.png,thumbnails/fs_0051.jpg,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,61efff529fb7330a92f8d423c40c45bc60bb841c,,,,,,,,,,not_reviewed,,
